ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,SalesOrderNumber,SalesAmount
540,4/8/2075,4/8/2075,4/8/2075,14074,SO58718,32.6
594,4/9/2075,4/9/2075,4/9/2075,21822,SO58719,564.99
225,4/10/2075,4/10/2075,4/10/2075,12960,SO58720,8.99
529,4/11/2075,4/11/2075,4/11/2075,27219,SO58721,3.99
473,4/12/2075,4/12/2075,4/12/2075,27219,SO58721,63.5
530,4/13/2075,4/13/2075,4/13/2075,13267,SO58722,4.99
530,4/14/2075,4/14/2075,4/14/2075,28015,SO58723,4.99
465,4/15/2075,4/15/2075,4/15/2075,28015,SO58723,24.49
530,4/16/2075,4/16/2075,4/16/2075,28256,SO58724,4.99
467,4/17/2075,4/17/2075,4/17/2075,28256,SO58724,24.49
530,4/18/2075,4/18/2075,4/18/2075,27033,SO58725,4.99
465,4/19/2075,4/19/2075,4/19/2075,27033,SO58725,24.49
535,4/20/2075,4/20/2075,4/20/2075,25954,SO58726,24.99
480,4/21/2075,4/21/2075,4/21/2075,25954,SO58726,2.29
535,4/22/2075,4/22/2075,4/22/2075,17360,SO58727,24.99
480,4/23/2075,4/23/2075,4/23/2075,17360,SO58727,2.29
484,4/24/2075,4/24/2075,4/24/2075,17360,SO58727,7.95
536,4/25/2075,4/25/2075,4/25/2075,22977,SO58728,29.99
528,4/26/2075,4/26/2075,4/26/2075,22977,SO58728,4.99
217,4/27/2075,4/27/2075,4/27/2075,22977,SO58728,34.99
477,4/28/2075,4/28/2075,4/28/2075,21713,SO58729,4.99
478,4/29/2075,4/29/2075,4/29/2075,21713,SO58729,9.99
477,4/30/2075,4/30/2075,4/30/2075,23379,SO58730,4.99
478,5/1/2075,5/1/2075,5/1/2075,23379,SO58730,9.99
477,5/2/2075,5/2/2075,5/2/2075,21773,SO58731,4.99
478,5/3/2075,5/3/2075,5/3/2075,21773,SO58731,9.99
478,5/4/2075,5/4/2075,5/4/2075,20698,SO58732,9.99
477,5/5/2075,5/5/2075,5/5/2075,20698,SO58732,4.99
481,5/6/2075,5/6/2075,5/6/2075,20698,SO58732,8.99
476,5/7/2075,5/7/2075,5/7/2075,12760,SO58733,69.99
237,5/8/2075,5/8/2075,5/8/2075,12760,SO58733,49.99
477,5/9/2075,5/9/2075,5/9/2075,17397,SO58734,4.99
222,5/10/2075,5/10/2075,5/10/2075,17397,SO58734,34.99
477,5/11/2075,5/11/2075,5/11/2075,26350,SO58735,4.99
528,5/12/2075,5/12/2075,5/12/2075,16006,SO58736,4.99
214,5/13/2075,5/13/2075,5/13/2075,16006,SO58736,34.99
528,5/14/2075,5/14/2075,5/14/2075,15514,SO58737,4.99
483,5/15/2075,5/15/2075,5/15/2075,15514,SO58737,120
528,5/16/2075,5/16/2075,5/16/2075,14659,SO58738,4.99
222,5/17/2075,5/17/2075,5/17/2075,14659,SO58738,34.99
528,5/18/2075,5/18/2075,5/18/2075,14587,SO58739,4.99
480,5/19/2075,5/19/2075,5/19/2075,14587,SO58739,2.29
485,5/20/2075,5/20/2075,5/20/2075,15246,SO58740,21.98
485,5/21/2075,5/21/2075,5/21/2075,20354,SO58741,21.98
480,5/22/2075,5/22/2075,5/22/2075,20354,SO58741,2.29
484,5/23/2075,5/23/2075,5/23/2075,20354,SO58741,7.95
528,5/24/2075,5/24/2075,5/24/2075,19045,SO58742,4.99
225,5/25/2075,5/25/2075,5/25/2075,19045,SO58742,8.99
217,5/26/2075,5/26/2075,5/26/2075,19045,SO58742,34.99
528,5/27/2075,5/27/2075,5/27/2075,18154,SO58743,4.99
485,5/28/2075,5/28/2075,5/28/2075,18154,SO58743,21.98
478,5/29/2075,5/29/2075,5/29/2075,18154,SO58743,9.99
477,5/30/2075,5/30/2075,5/30/2075,18154,SO58743,4.99
467,5/31/2075,5/31/2075,5/31/2075,18154,SO58743,24.49
535,6/1/2075,6/1/2075,6/1/2075,15447,SO58744,24.99
529,6/2/2075,6/2/2075,6/2/2075,25682,SO58745,3.99
214,6/3/2075,6/3/2075,6/3/2075,25682,SO58745,34.99
536,6/4/2075,6/4/2075,6/4/2075,20903,SO58746,29.99
528,6/5/2075,6/5/2075,6/5/2075,20903,SO58746,4.99
217,6/6/2075,6/6/2075,6/6/2075,20903,SO58746,34.99
541,6/7/2075,6/7/2075,6/7/2075,26391,SO58747,28.99
530,6/8/2075,6/8/2075,6/8/2075,26391,SO58747,4.99
217,6/9/2075,6/9/2075,6/9/2075,26391,SO58747,34.99
529,6/10/2075,6/10/2075,6/10/2075,24691,SO58748,3.99
225,6/11/2075,6/11/2075,6/11/2075,17810,SO58749,8.99
530,6/12/2075,6/12/2075,6/12/2075,17810,SO58749,4.99
485,6/13/2075,6/13/2075,6/13/2075,18674,SO58750,21.98
485,6/14/2075,6/14/2075,6/14/2075,14872,SO58751,21.98
231,6/15/2075,6/15/2075,6/15/2075,14872,SO58751,49.99
485,6/16/2075,6/16/2075,6/16/2075,15943,SO58752,21.98
214,6/17/2075,6/17/2075,6/17/2075,15943,SO58752,34.99
467,6/18/2075,6/18/2075,6/18/2075,15943,SO58752,24.49
225,6/19/2075,6/19/2075,6/19/2075,12538,SO58753,8.99
378,6/20/2075,6/20/2075,6/20/2075,20377,SO58754,2443.35
583,6/21/2075,6/21/2075,6/21/2075,17042,SO58755,1700.99
214,6/22/2075,6/22/2075,6/22/2075,17042,SO58755,34.99
583,6/23/2075,6/23/2075,6/23/2075,17144,SO58756,1700.99
529,6/24/2075,6/24/2075,6/24/2075,17144,SO58756,3.99
539,6/25/2075,6/25/2075,6/25/2075,17144,SO58756,24.99
480,6/26/2075,6/26/2075,6/26/2075,17144,SO58756,2.29
486,6/27/2075,6/27/2075,6/27/2075,17144,SO58756,159
583,6/28/2075,6/28/2075,6/28/2075,17029,SO58757,1700.99
225,6/29/2075,6/29/2075,6/29/2075,17029,SO58757,8.99
234,6/30/2075,6/30/2075,6/30/2075,17029,SO58757,49.99
357,7/1/2075,7/1/2075,7/1/2075,11705,SO58758,2319.99
537,7/2/2075,7/2/2075,7/2/2075,11705,SO58758,35
528,7/3/2075,7/3/2075,7/3/2075,11705,SO58758,4.99
480,7/4/2075,7/4/2075,7/4/2075,11705,SO58758,2.29
355,7/5/2075,7/5/2075,7/5/2075,13243,SO58759,2319.99
478,7/6/2075,7/6/2075,7/6/2075,13243,SO58759,9.99
363,7/7/2075,7/7/2075,7/7/2075,13369,SO58760,2294.99
537,7/8/2075,7/8/2075,7/8/2075,13369,SO58760,35
528,7/9/2075,7/9/2075,7/9/2075,13369,SO58760,4.99
355,7/10/2075,7/10/2075,7/10/2075,13325,SO58761,2319.99
485,7/11/2075,7/11/2075,7/11/2075,13325,SO58761,21.98
214,7/12/2075,7/12/2075,7/12/2075,13325,SO58761,34.99
589,7/13/2075,7/13/2075,7/13/2075,14305,SO58762,769.49
536,7/14/2075,7/14/2075,7/14/2075,14305,SO58762,29.99
528,7/15/2075,7/15/2075,7/15/2075,14305,SO58762,4.99
480,7/16/2075,7/16/2075,7/16/2075,14305,SO58762,2.29
605,7/17/2075,7/17/2075,7/17/2075,21000,SO58763,539.99
605,7/18/2075,7/18/2075,7/18/2075,22402,SO58764,539.99
561,7/19/2075,7/19/2075,7/19/2075,29300,SO58765,2384.07
217,7/20/2075,7/20/2075,7/20/2075,29300,SO58765,34.99
575,7/21/2075,7/21/2075,7/21/2075,11052,SO58766,2384.07
222,7/22/2075,7/22/2075,7/22/2075,11052,SO58766,34.99
380,7/23/2075,7/23/2075,7/23/2075,19785,SO58767,2443.35
487,7/24/2075,7/24/2075,7/24/2075,19785,SO58767,54.99
565,7/25/2075,7/25/2075,7/25/2075,29004,SO58768,742.35
390,7/26/2075,7/26/2075,7/26/2075,20032,SO58769,1120.49
386,7/27/2075,7/27/2075,7/27/2075,20068,SO58770,1120.49
390,7/28/2075,7/28/2075,7/28/2075,23779,SO58771,1120.49
539,7/29/2075,7/29/2075,7/29/2075,23779,SO58771,24.99
480,7/30/2075,7/30/2075,7/30/2075,23779,SO58771,2.29
225,7/31/2075,7/31/2075,7/31/2075,13408,SO58772,8.99
563,8/1/2075,8/1/2075,8/1/2075,13408,SO58772,2384.07
576,8/2/2075,8/2/2075,8/2/2075,28403,SO58773,2384.07
214,8/3/2075,8/3/2075,8/3/2075,28403,SO58773,34.99
564,8/4/2075,8/4/2075,8/4/2075,13253,SO58774,2384.07
479,8/5/2075,8/5/2075,8/5/2075,13253,SO58774,8.99
477,8/6/2075,8/6/2075,8/6/2075,13253,SO58774,4.99
575,8/7/2075,8/7/2075,8/7/2075,15927,SO58775,2384.07
222,8/8/2075,8/8/2075,8/8/2075,15927,SO58775,34.99
579,8/9/2075,8/9/2075,8/9/2075,12991,SO58776,1214.85
477,8/10/2075,8/10/2075,8/10/2075,12991,SO58776,4.99
225,8/11/2075,8/11/2075,8/11/2075,12991,SO58776,8.99
479,8/12/2075,8/12/2075,8/12/2075,12991,SO58776,8.99
484,8/13/2075,8/13/2075,8/13/2075,11887,SO58777,7.95
536,8/14/2075,8/14/2075,8/14/2075,17054,SO58778,29.99
536,8/15/2075,8/15/2075,8/15/2075,21972,SO58779,29.99
480,8/16/2075,8/16/2075,8/16/2075,21972,SO58779,2.29
484,8/17/2075,8/17/2075,8/17/2075,21972,SO58779,7.95
537,8/18/2075,8/18/2075,8/18/2075,21952,SO58780,35
528,8/19/2075,8/19/2075,8/19/2075,21952,SO58780,4.99
217,8/20/2075,8/20/2075,8/20/2075,21952,SO58780,34.99
463,8/21/2075,8/21/2075,8/21/2075,21952,SO58780,24.49
541,8/22/2075,8/22/2075,8/22/2075,13048,SO58781,28.99
530,8/23/2075,8/23/2075,8/23/2075,13048,SO58781,4.99
237,8/24/2075,8/24/2075,8/24/2075,13048,SO58781,49.99
541,8/25/2075,8/25/2075,8/25/2075,12993,SO58782,28.99
580,8/26/2075,8/26/2075,8/26/2075,11421,SO58783,1700.99
374,8/27/2075,8/27/2075,8/27/2075,27944,SO58784,2443.35
540,8/28/2075,8/28/2075,8/28/2075,27944,SO58784,32.6
529,8/29/2075,8/29/2075,8/29/2075,27944,SO58784,3.99
487,8/30/2075,8/30/2075,8/30/2075,27944,SO58784,54.99
222,8/31/2075,8/31/2075,8/31/2075,27944,SO58784,34.99
225,9/1/2075,9/1/2075,9/1/2075,27944,SO58784,8.99
380,9/2/2075,9/2/2075,9/2/2075,16414,SO58785,2443.35
540,9/3/2075,9/3/2075,9/3/2075,16414,SO58785,32.6
378,9/4/2075,9/4/2075,9/4/2075,24569,SO58786,2443.35
529,9/5/2075,9/5/2075,9/5/2075,24569,SO58786,3.99
540,9/6/2075,9/6/2075,9/6/2075,24569,SO58786,32.6
587,9/7/2075,9/7/2075,9/7/2075,13806,SO58787,769.49
478,9/8/2075,9/8/2075,9/8/2075,13806,SO58787,9.99
477,9/9/2075,9/9/2075,9/9/2075,13806,SO58787,4.99
222,9/10/2075,9/10/2075,9/10/2075,13806,SO58787,34.99
237,9/11/2075,9/11/2075,9/11/2075,13806,SO58787,49.99
463,9/12/2075,9/12/2075,9/12/2075,13806,SO58787,24.49
541,9/13/2075,9/13/2075,9/13/2075,13071,SO58788,28.99
528,9/14/2075,9/14/2075,9/14/2075,26455,SO58789,4.99
535,9/15/2075,9/15/2075,9/15/2075,26455,SO58789,24.99
538,9/16/2075,9/16/2075,9/16/2075,27665,SO58790,21.49
538,9/17/2075,9/17/2075,9/17/2075,27442,SO58791,21.49
529,9/18/2075,9/18/2075,9/18/2075,27442,SO58791,3.99
480,9/19/2075,9/19/2075,9/19/2075,27442,SO58791,2.29
528,9/20/2075,9/20/2075,9/20/2075,23184,SO58792,4.99
536,9/21/2075,9/21/2075,9/21/2075,23184,SO58792,29.99
480,9/22/2075,9/22/2075,9/22/2075,23184,SO58792,2.29
484,9/23/2075,9/23/2075,9/23/2075,23184,SO58792,7.95
536,9/24/2075,9/24/2075,9/24/2075,23504,SO58793,29.99
480,9/25/2075,9/25/2075,9/25/2075,23504,SO58793,2.29
477,9/26/2075,9/26/2075,9/26/2075,20457,SO58794,4.99
478,9/27/2075,9/27/2075,9/27/2075,20457,SO58794,9.99
234,9/28/2075,9/28/2075,9/28/2075,20457,SO58794,49.99
225,9/29/2075,9/29/2075,9/29/2075,20457,SO58794,8.99
478,9/30/2075,9/30/2075,9/30/2075,20524,SO58795,9.99
477,10/1/2075,10/1/2075,10/1/2075,20524,SO58795,4.99
489,10/2/2075,10/2/2075,10/2/2075,20524,SO58795,53.99
528,10/3/2075,10/3/2075,10/3/2075,15970,SO58796,4.99
222,10/4/2075,10/4/2075,10/4/2075,15970,SO58796,34.99
528,10/5/2075,10/5/2075,10/5/2075,20734,SO58797,4.99
480,10/6/2075,10/6/2075,10/6/2075,20734,SO58797,2.29
528,10/7/2075,10/7/2075,10/7/2075,14508,SO58798,4.99
228,10/8/2075,10/8/2075,10/8/2075,14508,SO58798,49.99
485,10/9/2075,10/9/2075,10/9/2075,19232,SO58799,21.98
485,10/10/2075,10/10/2075,10/10/2075,14295,SO58800,21.98
222,10/11/2075,10/11/2075,10/11/2075,14295,SO58800,34.99
485,10/12/2075,10/12/2075,10/12/2075,14296,SO58801,21.98
478,10/13/2075,10/13/2075,10/13/2075,14296,SO58801,9.99
477,10/14/2075,10/14/2075,10/14/2075,14296,SO58801,4.99
225,10/15/2075,10/15/2075,10/15/2075,14296,SO58801,8.99
485,10/16/2075,10/16/2075,10/16/2075,14388,SO58802,21.98
214,10/17/2075,10/17/2075,10/17/2075,14388,SO58802,34.99
465,10/18/2075,10/18/2075,10/18/2075,14388,SO58802,24.49
477,10/19/2075,10/19/2075,10/19/2075,25782,SO58803,4.99
491,10/20/2075,10/20/2075,10/20/2075,25782,SO58803,53.99
539,10/21/2075,10/21/2075,10/21/2075,20568,SO58804,24.99
529,10/22/2075,10/22/2075,10/22/2075,20568,SO58804,3.99
529,10/23/2075,10/23/2075,10/23/2075,22397,SO58805,3.99
538,10/24/2075,10/24/2075,10/24/2075,22397,SO58805,21.49
480,10/25/2075,10/25/2075,10/25/2075,22397,SO58805,2.29
530,10/26/2075,10/26/2075,10/26/2075,11566,SO58806,4.99
537,10/27/2075,10/27/2075,10/27/2075,11530,SO58807,35
225,10/28/2075,10/28/2075,10/28/2075,11530,SO58807,8.99
485,10/29/2075,10/29/2075,10/29/2075,11530,SO58807,21.98
537,10/30/2075,10/30/2075,10/30/2075,11321,SO58808,35
485,10/31/2075,10/31/2075,10/31/2075,15564,SO58809,21.98
478,11/1/2075,11/1/2075,11/1/2075,15564,SO58809,9.99
487,11/2/2075,11/2/2075,11/2/2075,15564,SO58809,54.99
582,11/3/2075,11/3/2075,11/3/2075,17121,SO58810,1700.99
222,11/4/2075,11/4/2075,11/4/2075,17121,SO58810,34.99
363,11/5/2075,11/5/2075,11/5/2075,13238,SO58811,2294.99
214,11/6/2075,11/6/2075,11/6/2075,13238,SO58811,34.99
357,11/7/2075,11/7/2075,11/7/2075,11708,SO58812,2319.99
480,11/8/2075,11/8/2075,11/8/2075,11708,SO58812,2.29
484,11/9/2075,11/9/2075,11/9/2075,11708,SO58812,7.95
357,11/10/2075,11/10/2075,11/10/2075,13355,SO58813,2319.99
537,11/11/2075,11/11/2075,11/11/2075,13355,SO58813,35
485,11/12/2075,11/12/2075,11/12/2075,13355,SO58813,21.98
570,11/13/2075,11/13/2075,11/13/2075,27908,SO58814,742.35
225,11/14/2075,11/14/2075,11/14/2075,27908,SO58814,8.99
217,11/15/2075,11/15/2075,11/15/2075,27908,SO58814,34.99
580,11/16/2075,11/16/2075,11/16/2075,19565,SO58815,1700.99
539,11/17/2075,11/17/2075,11/17/2075,19565,SO58815,24.99
529,11/18/2075,11/18/2075,11/18/2075,19565,SO58815,3.99
581,11/19/2075,11/19/2075,11/19/2075,19593,SO58816,1700.99
539,11/20/2075,11/20/2075,11/20/2075,19593,SO58816,24.99
480,11/21/2075,11/21/2075,11/21/2075,19593,SO58816,2.29
606,11/22/2075,11/22/2075,11/22/2075,21002,SO58817,539.99
479,11/23/2075,11/23/2075,11/23/2075,21002,SO58817,8.99
606,11/24/2075,11/24/2075,11/24/2075,21387,SO58818,539.99
538,11/25/2075,11/25/2075,11/25/2075,21387,SO58818,21.49
480,11/26/2075,11/26/2075,11/26/2075,21387,SO58818,2.29
380,11/27/2075,11/27/2075,11/27/2075,19611,SO58819,2443.35
540,11/28/2075,11/28/2075,11/28/2075,19611,SO58819,32.6
575,11/29/2075,11/29/2075,11/29/2075,22344,SO58820,2384.07
222,11/30/2075,11/30/2075,11/30/2075,22344,SO58820,34.99
576,12/1/2075,12/1/2075,12/1/2075,22121,SO58821,2384.07
214,12/2/2075,12/2/2075,12/2/2075,22121,SO58821,34.99
605,12/3/2075,12/3/2075,12/3/2075,23111,SO58822,539.99
479,12/4/2075,12/4/2075,12/4/2075,23111,SO58822,8.99
477,12/5/2075,12/5/2075,12/5/2075,23111,SO58822,4.99
605,12/6/2075,12/6/2075,12/6/2075,22132,SO58823,539.99
479,12/7/2075,12/7/2075,12/7/2075,22132,SO58823,8.99
477,12/8/2075,12/8/2075,12/8/2075,22132,SO58823,4.99
225,12/9/2075,12/9/2075,12/9/2075,22132,SO58823,8.99
584,12/10/2075,12/10/2075,12/10/2075,22972,SO58824,539.99
606,12/11/2075,12/11/2075,12/11/2075,25287,SO58825,539.99
584,12/12/2075,12/12/2075,12/12/2075,22116,SO58826,539.99
538,12/13/2075,12/13/2075,12/13/2075,22116,SO58826,21.49
480,12/14/2075,12/14/2075,12/14/2075,22116,SO58826,2.29
606,12/15/2075,12/15/2075,12/15/2075,22119,SO58827,539.99
538,12/16/2075,12/16/2075,12/16/2075,22119,SO58827,21.49
480,12/17/2075,12/17/2075,12/17/2075,22119,SO58827,2.29
605,12/18/2075,12/18/2075,12/18/2075,25408,SO58828,539.99
479,12/19/2075,12/19/2075,12/19/2075,25408,SO58828,8.99
477,12/20/2075,12/20/2075,12/20/2075,25408,SO58828,4.99
604,12/21/2075,12/21/2075,12/21/2075,22153,SO58829,539.99
479,12/22/2075,12/22/2075,12/22/2075,22153,SO58829,8.99
386,12/23/2075,12/23/2075,12/23/2075,20028,SO58830,1120.49
489,12/24/2075,12/24/2075,12/24/2075,20028,SO58830,53.99
605,12/25/2075,12/25/2075,12/25/2075,11403,SO58831,539.99
538,12/26/2075,12/26/2075,12/26/2075,11403,SO58831,21.49
480,12/27/2075,12/27/2075,12/27/2075,11403,SO58831,2.29
584,12/28/2075,12/28/2075,12/28/2075,26830,SO58832,539.99
477,12/29/2075,12/29/2075,12/29/2075,26830,SO58832,4.99
479,12/30/2075,12/30/2075,12/30/2075,26830,SO58832,8.99
584,12/31/2075,12/31/2075,12/31/2075,11239,SO58833,539.99
538,1/1/2076,1/1/2076,1/1/2076,11239,SO58833,21.49
529,1/2/2076,1/2/2076,1/2/2076,11239,SO58833,3.99
480,1/3/2076,1/3/2076,1/3/2076,11239,SO58833,2.29
606,1/4/2076,1/4/2076,1/4/2076,22585,SO58834,539.99
479,1/5/2076,1/5/2076,1/5/2076,22585,SO58834,8.99
477,1/6/2076,1/6/2076,1/6/2076,22585,SO58834,4.99
604,1/7/2076,1/7/2076,1/7/2076,26214,SO58835,539.99
479,1/8/2076,1/8/2076,1/8/2076,26214,SO58835,8.99
477,1/9/2076,1/9/2076,1/9/2076,26214,SO58835,4.99
562,1/10/2076,1/10/2076,1/10/2076,12653,SO58836,2384.07
477,1/11/2076,1/11/2076,1/11/2076,12653,SO58836,4.99
479,1/12/2076,1/12/2076,1/12/2076,12653,SO58836,8.99
467,1/13/2076,1/13/2076,1/13/2076,12653,SO58836,24.49
225,1/14/2076,1/14/2076,1/14/2076,14211,SO58837,8.99
579,1/15/2076,1/15/2076,1/15/2076,14211,SO58837,1214.85
585,1/16/2076,1/16/2076,1/16/2076,28484,SO58838,742.35
541,1/17/2076,1/17/2076,1/17/2076,28484,SO58838,28.99
530,1/18/2076,1/18/2076,1/18/2076,28484,SO58838,4.99
480,1/19/2076,1/19/2076,1/19/2076,28484,SO58838,2.29
359,1/20/2076,1/20/2076,1/20/2076,12391,SO58839,2294.99
228,1/21/2076,1/21/2076,1/21/2076,11804,SO58840,49.99
225,1/22/2076,1/22/2076,1/22/2076,11804,SO58840,8.99
536,1/23/2076,1/23/2076,1/23/2076,16683,SO58841,29.99
528,1/24/2076,1/24/2076,1/24/2076,16683,SO58841,4.99
480,1/25/2076,1/25/2076,1/25/2076,16683,SO58841,2.29
478,1/26/2076,1/26/2076,1/26/2076,11463,SO58842,9.99
477,1/27/2076,1/27/2076,1/27/2076,11463,SO58842,4.99
530,1/28/2076,1/28/2076,1/28/2076,23562,SO58843,4.99
592,1/29/2076,1/29/2076,1/29/2076,20047,SO58844,564.99
237,1/30/2076,1/30/2076,1/30/2076,20047,SO58844,49.99
596,1/31/2076,1/31/2076,1/31/2076,20046,SO58845,539.99
535,2/1/2076,2/1/2076,2/1/2076,20046,SO58845,24.99
528,2/2/2076,2/2/2076,2/2/2076,20046,SO58845,4.99
485,2/3/2076,2/3/2076,2/3/2076,20046,SO58845,21.98
478,2/4/2076,2/4/2076,2/4/2076,20046,SO58845,9.99
477,2/5/2076,2/5/2076,2/5/2076,20046,SO58845,4.99
217,2/6/2076,2/6/2076,2/6/2076,20046,SO58845,34.99
237,2/7/2076,2/7/2076,2/7/2076,20046,SO58845,49.99
589,2/8/2076,2/8/2076,2/8/2076,16447,SO58846,769.49
478,2/9/2076,2/9/2076,2/9/2076,16447,SO58846,9.99
477,2/10/2076,2/10/2076,2/10/2076,16447,SO58846,4.99
217,2/11/2076,2/11/2076,2/11/2076,16447,SO58846,34.99
225,2/12/2076,2/12/2076,2/12/2076,11699,SO58847,8.99
490,2/13/2076,2/13/2076,2/13/2076,11699,SO58847,53.99
529,2/14/2076,2/14/2076,2/14/2076,11215,SO58848,3.99
217,2/15/2076,2/15/2076,2/15/2076,11215,SO58848,34.99
529,2/16/2076,2/16/2076,2/16/2076,27217,SO58849,3.99
539,2/17/2076,2/17/2076,2/17/2076,27217,SO58849,24.99
539,2/18/2076,2/18/2076,2/18/2076,11619,SO58850,24.99
480,2/19/2076,2/19/2076,2/19/2076,11619,SO58850,2.29
529,2/20/2076,2/20/2076,2/20/2076,11268,SO58851,3.99
480,2/21/2076,2/21/2076,2/21/2076,11268,SO58851,2.29
530,2/22/2076,2/22/2076,2/22/2076,28087,SO58852,4.99
480,2/23/2076,2/23/2076,2/23/2076,28087,SO58852,2.29
538,2/24/2076,2/24/2076,2/24/2076,27751,SO58853,21.49
488,2/25/2076,2/25/2076,2/25/2076,27751,SO58853,53.99
541,2/26/2076,2/26/2076,2/26/2076,15244,SO58854,28.99
530,2/27/2076,2/27/2076,2/27/2076,15244,SO58854,4.99
477,2/28/2076,2/28/2076,2/28/2076,15244,SO58854,4.99
479,2/29/2076,2/29/2076,2/29/2076,15244,SO58854,8.99
222,3/1/2076,3/1/2076,3/1/2076,15244,SO58854,34.99
540,3/2/2076,3/2/2076,3/2/2076,24932,SO58855,32.6
529,3/3/2076,3/3/2076,3/3/2076,24932,SO58855,3.99
222,3/4/2076,3/4/2076,3/4/2076,24932,SO58855,34.99
528,3/5/2076,3/5/2076,3/5/2076,25882,SO58856,4.99
535,3/6/2076,3/6/2076,3/6/2076,25882,SO58856,24.99
214,3/7/2076,3/7/2076,3/7/2076,25882,SO58856,34.99
536,3/8/2076,3/8/2076,3/8/2076,18642,SO58857,29.99
528,3/9/2076,3/9/2076,3/9/2076,18642,SO58857,4.99
214,3/10/2076,3/10/2076,3/10/2076,18642,SO58857,34.99
529,3/11/2076,3/11/2076,3/11/2076,24430,SO58858,3.99
540,3/12/2076,3/12/2076,3/12/2076,24430,SO58858,32.6
222,3/13/2076,3/13/2076,3/13/2076,24430,SO58858,34.99
234,3/14/2076,3/14/2076,3/14/2076,24430,SO58858,49.99
481,3/15/2076,3/15/2076,3/15/2076,24430,SO58858,8.99
536,3/16/2076,3/16/2076,3/16/2076,15748,SO58859,29.99
528,3/17/2076,3/17/2076,3/17/2076,15748,SO58859,4.99
214,3/18/2076,3/18/2076,3/18/2076,15748,SO58859,34.99
228,3/19/2076,3/19/2076,3/19/2076,15748,SO58859,49.99
471,3/20/2076,3/20/2076,3/20/2076,23549,SO58860,63.5
536,3/21/2076,3/21/2076,3/21/2076,23549,SO58860,29.99
225,3/22/2076,3/22/2076,3/22/2076,19759,SO58861,8.99
474,3/23/2076,3/23/2076,3/23/2076,19759,SO58861,69.99
476,3/24/2076,3/24/2076,3/24/2076,20331,SO58862,69.99
471,3/25/2076,3/25/2076,3/25/2076,20331,SO58862,63.5
476,3/26/2076,3/26/2076,3/26/2076,20125,SO58863,69.99
237,3/27/2076,3/27/2076,3/27/2076,20125,SO58863,49.99
476,3/28/2076,3/28/2076,3/28/2076,19660,SO58864,69.99
237,3/29/2076,3/29/2076,3/29/2076,19660,SO58864,49.99
477,3/30/2076,3/30/2076,3/30/2076,17489,SO58865,4.99
489,3/31/2076,3/31/2076,3/31/2076,17489,SO58865,53.99
477,4/1/2076,4/1/2076,4/1/2076,24630,SO58866,4.99
485,4/2/2076,4/2/2076,4/2/2076,19647,SO58867,21.98
465,4/3/2076,4/3/2076,4/3/2076,19647,SO58867,24.49
528,4/4/2076,4/4/2076,4/4/2076,12848,SO58868,4.99
535,4/5/2076,4/5/2076,4/5/2076,12848,SO58868,24.99
222,4/6/2076,4/6/2076,4/6/2076,12848,SO58868,34.99
225,4/7/2076,4/7/2076,4/7/2076,12848,SO58868,8.99
476,4/8/2076,4/8/2076,4/8/2076,28447,SO58869,69.99
539,4/9/2076,4/9/2076,4/9/2076,20586,SO58870,24.99
529,4/10/2076,4/10/2076,4/10/2076,13805,SO58871,3.99
539,4/11/2076,4/11/2076,4/11/2076,13805,SO58871,24.99
539,4/12/2076,4/12/2076,4/12/2076,14812,SO58872,24.99
529,4/13/2076,4/13/2076,4/13/2076,14812,SO58872,3.99
214,4/14/2076,4/14/2076,4/14/2076,14812,SO58872,34.99
528,4/15/2076,4/15/2076,4/15/2076,24557,SO58873,4.99
536,4/16/2076,4/16/2076,4/16/2076,24557,SO58873,29.99
217,4/17/2076,4/17/2076,4/17/2076,24557,SO58873,34.99
530,4/18/2076,4/18/2076,4/18/2076,25643,SO58874,4.99
214,4/19/2076,4/19/2076,4/19/2076,25643,SO58874,34.99
530,4/20/2076,4/20/2076,4/20/2076,11566,SO58875,4.99
214,4/21/2076,4/21/2076,4/21/2076,11566,SO58875,34.99
538,4/22/2076,4/22/2076,4/22/2076,22420,SO58876,21.49
480,4/23/2076,4/23/2076,4/23/2076,22420,SO58876,2.29
530,4/24/2076,4/24/2076,4/24/2076,28900,SO58877,4.99
467,4/25/2076,4/25/2076,4/25/2076,28900,SO58877,24.49
537,4/26/2076,4/26/2076,4/26/2076,11283,SO58878,35
528,4/27/2076,4/27/2076,4/27/2076,11283,SO58878,4.99
480,4/28/2076,4/28/2076,4/28/2076,11283,SO58878,2.29
485,4/29/2076,4/29/2076,4/29/2076,16841,SO58879,21.98
217,4/30/2076,4/30/2076,4/30/2076,16841,SO58879,34.99
537,5/1/2076,5/1/2076,5/1/2076,11871,SO58880,35
225,5/2/2076,5/2/2076,5/2/2076,12729,SO58881,8.99
580,5/3/2076,5/3/2076,5/3/2076,16952,SO58882,1700.99
214,5/4/2076,5/4/2076,5/4/2076,16952,SO58882,34.99
580,5/5/2076,5/5/2076,5/5/2076,17022,SO58883,1700.99
491,5/6/2076,5/6/2076,5/6/2076,17022,SO58883,53.99
225,5/7/2076,5/7/2076,5/7/2076,17022,SO58883,8.99
593,5/8/2076,5/8/2076,5/8/2076,19165,SO58884,564.99
